date,Ticker,adjClose,50_DMA,200_DMA,Golden_Cross,Golden_Cross_Persist
08.07.2025,AMZN,219.36,206.37580000000003,206.01535,True,False
09.06.2025,MSFT,472.75,417.67258056216,416.9399506218295,True,False
27.06.2025,NVDA,157.75,129.55460385047,129.18504389938252,True,False
